'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','att11','att12','att13','att14','att15','att16','att17','att18','att19','att20','att21','id','outlier'
1.04,0.02,2.24,1.51,1.25,1.13,1.94,0.31,1.56,2.17,4.24,1.43,3.66,4.3,5.04,2.67,2.78,2.11,1.34,0.98,-1.63,2688.0,'no'
-0.12,1.87,-1.44,-1.75,-0.66,0.43,1.57,1.06,2.82,1.98,4.71,3.41,4.41,4.69,4.83,2.38,1.27,1.16,1.82,0.71,-0.45,2690.0,'no'
0.01,-1.0,0.73,0.15,-0.01,-1.21,0.8,-0.72,-0.14,-0.67,2.74,1.81,4.45,5.21,5.68,5.93,2.51,2.28,1.61,-0.79,2.3,2691.0,'no'
2.15,1.59,0.92,3.15,1.02,3.83,6.36,2.39,5.29,3.46,3.36,1.39,2.02,2.07,1.38,0.44,-1.31,1.04,1.49,-1.37,-0.03,2692.0,'no'
1.26,-0.38,0.09,1.89,0.76,3.96,2.59,2.73,5.41,5.56,6.02,2.41,1.64,2.68,1.9,-0.34,1.72,-0.08,1.07,0.34,-0.56,2694.0,'no'
-0.28,0.33,0.63,0.81,2.49,2.75,2.03,3.51,3.37,4.9,5.47,2.38,3.08,2.28,1.57,0.05,1.07,-0.04,-1.5,-1.16,-1.19,2695.0,'no'
-1.08,0.01,-0.96,0.39,-2.02,1.66,2.87,1.86,4.35,4.14,5.0,3.99,5.26,3.22,2.18,0.7,1.13,-0.94,-1.1,-1.22,0.02,2697.0,'no'
1.79,-0.71,-0.17,-0.47,-0.77,0.12,-1.0,1.24,-1.26,2.01,3.43,2.55,4.39,5.28,5.51,4.46,3.73,1.54,1.49,-1.05,-0.75,2698.0,'no'
0.26,0.66,-0.57,-0.06,0.89,1.99,1.24,1.22,3.86,4.37,4.48,5.71,2.63,3.08,3.58,2.72,1.24,1.91,1.32,-1.02,-1.26,2700.0,'no'
0.19,-0.98,-0.27,-0.34,0.19,0.11,0.85,2.03,4.82,5.66,5.36,5.95,2.96,4.47,3.33,0.93,0.18,1.12,-1.75,0.12,0.32,2701.0,'no'
0.89,2.45,1.3,1.67,2.78,2.6,4.61,4.18,2.68,3.22,4.89,3.03,0.65,1.56,1.44,0.36,-0.54,0.0,-1.08,0.23,-1.25,2702.0,'no'
-0.05,0.44,1.28,3.56,4.9,2.83,5.71,4.5,3.42,3.71,2.32,-0.14,0.24,1.69,-1.29,0.84,-0.63,0.29,0.36,-1.42,-1.04,2703.0,'no'
0.02,1.55,0.62,0.17,0.52,2.84,5.09,2.93,4.21,4.53,6.17,3.2,3.78,1.89,0.94,2.02,0.25,1.01,-0.57,1.19,-0.44,2704.0,'no'
-0.59,1.65,-0.88,0.09,0.94,0.21,3.22,0.83,1.05,3.44,5.64,5.36,5.11,2.98,4.0,-0.06,2.23,-0.07,-0.6,1.05,-0.55,2705.0,'no'
0.31,1.66,0.13,1.12,1.69,4.62,3.73,3.98,3.2,3.83,4.19,4.24,1.81,1.46,1.53,-0.45,1.6,-0.19,-1.05,-1.27,-0.9,2708.0,'no'
1.03,0.24,0.98,-0.54,1.96,3.88,1.97,3.21,2.33,4.03,4.65,2.92,2.61,3.02,3.33,0.99,0.74,-0.95,-0.28,0.87,-1.91,2710.0,'no'
0.81,0.58,1.02,0.38,2.2,-0.35,-0.77,0.48,-3.38,0.91,2.02,2.69,5.17,6.42,5.17,5.64,5.23,2.22,1.95,1.48,0.82,2711.0,'no'
1.46,-0.13,0.42,1.03,0.29,1.65,-0.71,0.14,-0.22,1.98,1.09,2.44,3.41,3.21,7.62,4.19,3.94,2.35,3.0,2.18,-0.4,2712.0,'no'
0.67,0.88,-0.09,-1.46,1.01,2.43,-0.97,1.79,1.38,2.41,5.15,4.25,2.43,4.23,2.92,2.54,1.17,1.39,-0.34,1.56,0.69,2714.0,'no'
-2.19,-0.92,2.61,2.27,3.05,3.3,5.42,3.81,3.41,3.42,1.67,1.78,1.89,-0.14,2.43,-0.43,-1.16,-0.52,-0.89,2.06,1.26,2715.0,'no'
0.67,0.45,1.35,0.43,3.56,3.85,4.44,4.08,6.46,4.07,6.7,3.52,1.81,1.5,1.84,2.41,-0.7,1.77,-0.09,-0.38,0.95,2717.0,'no'
0.71,-0.89,-0.25,0.07,1.14,4.52,4.85,3.08,5.01,4.19,3.51,3.53,2.21,3.16,1.56,0.69,-0.26,1.0,0.29,1.44,1.34,2718.0,'no'
0.22,0.42,2.0,0.76,1.38,5.02,3.95,6.32,4.63,4.74,5.13,2.69,1.75,0.99,2.02,0.48,0.62,-0.69,-0.65,0.05,-1.22,2719.0,'no'
0.49,-0.72,0.73,-1.08,0.6,0.23,0.24,0.78,2.3,3.48,5.17,3.4,3.04,3.85,4.89,4.73,2.83,1.89,0.42,2.43,-1.61,2720.0,'no'
-1.21,1.36,2.9,1.9,4.56,3.55,5.24,4.81,3.86,3.05,0.6,0.2,0.93,-1.43,-0.05,0.13,-0.02,0.89,-1.18,1.36,-1.08,2721.0,'no'
0.15,0.53,0.74,1.5,5.09,5.21,5.71,4.52,4.4,1.46,2.16,1.37,0.46,0.25,-0.56,-0.7,0.46,-1.97,-0.18,-0.11,-2.01,2722.0,'no'
-1.14,-0.23,-1.04,0.03,-0.21,0.58,2.75,1.41,2.04,4.68,4.43,3.52,3.49,4.65,2.59,2.13,0.91,1.62,-0.12,0.38,-0.61,2723.0,'no'
1.87,-1.8,1.77,1.01,1.74,1.21,2.3,4.13,2.85,3.71,4.55,2.57,3.94,0.83,1.82,-0.19,0.69,1.36,-0.57,-1.01,-1.14,2724.0,'no'
2.01,-0.5,-0.44,-0.21,-0.83,2.31,-0.19,0.42,2.65,1.99,4.39,1.68,3.68,4.15,5.02,3.1,2.59,3.2,1.06,-0.56,0.4,2727.0,'no'
0.91,0.03,-0.3,-0.07,-1.57,2.41,2.24,2.98,4.56,5.82,5.86,4.93,4.98,4.67,3.25,0.26,0.76,0.24,0.55,1.12,-1.16,2731.0,'no'
1.17,0.18,-0.23,0.79,-0.27,1.28,0.07,0.52,2.4,3.12,5.25,2.47,1.81,2.65,5.5,2.25,2.17,1.84,0.68,1.3,-0.35,2735.0,'no'
1.22,0.37,-0.46,-1.23,-0.12,2.08,0.61,1.28,-0.24,2.71,3.25,4.13,4.04,4.39,7.37,2.7,3.51,2.74,0.83,1.49,0.23,2736.0,'no'
1.16,-0.29,0.7,0.67,1.22,3.65,3.73,4.88,4.22,3.33,4.84,4.36,3.2,0.82,2.85,0.09,-0.21,-0.11,-0.41,0.16,1.1,2738.0,'no'
0.87,-0.5,-0.39,1.01,0.03,1.16,2.42,3.31,5.45,4.22,4.96,4.07,4.91,2.49,0.75,0.8,-1.13,0.92,0.79,-0.43,1.84,2739.0,'no'
0.51,1.02,2.79,3.62,1.63,5.37,5.71,3.79,3.23,3.6,3.28,1.09,1.23,1.15,2.22,-1.19,-0.62,0.65,0.52,0.59,-0.52,2742.0,'no'
0.92,1.06,0.79,0.56,2.46,3.39,3.77,5.93,2.25,3.45,5.36,4.28,-0.5,1.19,0.51,2.18,0.58,-0.83,-0.19,-1.38,-0.49,2743.0,'no'
-0.74,0.38,1.02,1.16,1.78,3.5,4.4,5.34,3.44,3.4,4.39,3.52,3.26,2.33,-0.53,2.33,0.33,-0.55,0.64,0.14,0.47,2745.0,'no'
-0.92,0.44,1.44,-0.03,-0.28,1.09,0.4,0.63,2.09,0.0,1.46,4.35,5.89,3.66,2.96,5.26,3.1,3.33,2.58,1.77,1.39,2747.0,'no'
-0.24,0.76,2.17,-1.02,-0.24,-0.45,1.14,1.58,1.38,3.05,3.59,3.09,3.82,2.48,2.78,3.12,0.23,0.78,0.82,-0.07,-1.19,2748.0,'no'
1.05,-1.09,-0.55,0.73,-1.3,-1.17,0.47,-0.55,-0.52,1.08,1.65,2.83,3.29,5.09,6.47,6.36,3.83,1.87,0.95,2.89,-2.22,2750.0,'no'
0.39,0.31,-0.2,-0.1,-0.73,1.14,3.72,3.36,2.42,4.11,6.49,5.77,2.73,2.65,3.7,-0.64,0.62,2.04,0.84,0.83,-0.37,2751.0,'no'
-1.57,-0.43,1.66,-0.67,1.26,3.22,5.24,5.04,5.7,3.62,3.15,3.68,0.18,1.37,1.94,-0.13,-0.33,0.63,2.16,0.01,1.35,2753.0,'no'
1.85,-0.08,0.17,-1.09,-1.01,-0.11,1.36,0.4,-1.11,-0.66,2.39,4.84,4.62,4.55,6.56,4.58,4.0,2.07,0.98,3.59,0.15,2756.0,'no'
0.13,-0.63,0.84,2.81,4.1,4.95,6.36,4.92,3.03,3.66,3.03,1.92,1.12,-1.06,-0.18,0.96,-0.41,-0.37,0.64,-0.14,-1.18,2757.0,'no'
0.97,-1.48,1.36,0.77,0.72,-0.48,1.84,2.71,4.26,5.26,6.06,4.03,3.28,2.33,2.67,0.3,-0.29,0.65,1.08,1.69,1.05,2758.0,'no'
0.04,-0.6,0.91,2.04,-1.01,1.97,2.42,3.43,4.18,4.75,4.56,5.38,3.28,3.83,3.83,1.66,2.69,-1.64,0.48,0.81,-0.19,2760.0,'no'
-1.03,0.51,1.98,2.12,0.51,2.49,4.0,5.07,5.22,4.68,4.18,2.26,2.89,2.13,-1.93,0.08,1.57,-0.34,0.11,0.12,0.05,2761.0,'no'
-0.03,0.82,2.99,0.69,4.7,6.35,5.61,4.21,3.2,2.31,2.45,1.43,0.1,-0.27,-1.36,-0.11,0.11,-0.81,0.14,-0.47,-0.03,2762.0,'no'
1.17,-1.51,2.05,0.43,-1.0,0.11,2.45,3.92,4.65,4.78,5.32,6.01,3.63,4.01,1.88,0.4,0.16,-0.16,-0.99,-1.8,1.44,2763.0,'no'
2.15,-0.26,1.07,3.86,3.06,4.28,6.27,3.19,3.6,2.23,2.85,2.99,0.18,0.59,-0.02,0.47,1.07,0.44,0.44,-2.08,0.79,2766.0,'no'
-0.47,1.04,2.02,-0.97,1.15,0.95,-0.17,2.27,2.34,2.75,4.58,3.03,3.1,4.73,3.51,2.33,0.02,0.98,1.13,-0.15,-2.82,2767.0,'no'
-0.36,-0.05,0.22,0.54,1.75,0.11,2.84,3.39,4.18,6.14,4.98,1.99,4.51,4.03,0.88,2.92,0.63,0.59,0.28,-2.0,0.0,2770.0,'no'
-0.58,2.4,1.84,4.39,1.22,2.66,2.75,2.67,4.94,4.08,2.15,2.8,2.97,3.4,0.26,1.6,0.86,-0.76,-1.37,-0.46,0.7,2771.0,'no'
-0.15,0.37,1.08,2.99,4.31,5.86,7.4,4.39,5.03,2.48,2.27,0.05,0.46,0.12,1.08,-0.34,0.07,-0.13,-0.74,1.16,1.19,2774.0,'no'
-2.76,0.07,1.12,-1.01,-0.78,1.83,-0.91,2.29,0.63,3.5,1.67,4.64,3.18,5.06,3.84,5.38,2.04,3.36,3.56,0.98,-0.86,2775.0,'no'
-1.39,1.54,1.27,2.17,2.14,2.6,2.71,5.19,3.7,5.14,5.33,0.56,3.79,0.36,1.1,0.71,-0.54,-0.22,-1.16,-0.63,0.37,2776.0,'no'
-0.84,-1.23,0.56,0.58,-1.2,2.82,3.26,3.3,2.82,2.88,7.62,7.23,4.56,4.07,1.86,0.14,-1.47,0.0,-0.58,-0.57,-0.17,2777.0,'no'
1.86,1.39,3.16,-0.64,0.18,2.87,2.74,3.27,4.57,4.16,4.42,2.27,-0.03,0.01,0.48,0.7,0.1,-1.05,0.94,1.09,0.47,2778.0,'no'
-0.87,-1.6,0.61,1.17,0.82,0.8,2.29,0.8,3.06,3.9,5.09,5.45,6.11,3.64,2.46,3.32,0.67,2.96,-1.05,0.53,0.47,2781.0,'no'
0.13,0.6,1.27,0.52,-1.2,-0.53,1.81,1.01,0.55,1.83,5.06,4.39,4.89,3.31,4.14,3.65,-0.78,1.12,0.91,0.91,-0.14,2782.0,'no'
0.82,0.88,0.04,-1.79,-0.05,0.97,1.24,0.86,-0.43,2.04,0.6,4.21,2.31,4.3,6.5,6.23,4.26,3.5,2.8,0.81,-1.52,2783.0,'no'
2.26,-0.73,0.05,0.95,2.82,3.88,2.8,5.4,4.67,4.02,4.55,4.64,1.59,0.51,0.54,-0.42,0.28,-0.78,-0.22,1.02,0.27,2784.0,'no'
0.56,0.69,-0.44,0.88,-0.22,2.06,4.22,3.32,2.95,4.82,5.2,3.64,0.59,1.07,0.65,-1.7,-0.18,-0.07,1.27,1.02,-0.41,2785.0,'no'
-0.09,-0.44,0.32,0.93,2.21,2.84,2.93,4.67,3.04,3.3,7.23,4.6,2.69,0.46,0.24,0.28,0.31,0.62,0.16,-0.77,0.36,2786.0,'no'
-0.53,1.49,2.83,3.82,3.8,5.58,4.48,6.6,3.45,2.03,3.39,2.92,-1.02,0.43,-0.22,0.43,-1.92,-0.56,0.47,1.15,-1.35,2788.0,'no'
0.49,0.74,0.01,-0.98,0.52,0.28,2.52,1.91,3.01,3.14,4.55,5.45,3.1,3.01,4.07,3.36,2.01,1.9,0.8,0.58,-1.01,2789.0,'no'
0.51,-0.49,-0.39,0.45,0.64,2.78,2.32,3.64,3.04,5.92,7.33,4.08,2.04,2.67,0.71,0.3,-0.32,-0.39,0.69,-0.9,-0.01,2790.0,'no'
-0.51,0.17,0.92,-0.39,-2.05,-0.38,0.82,0.25,-2.06,2.29,2.64,3.95,3.94,4.54,3.64,2.71,2.24,3.6,2.39,1.64,-1.27,2794.0,'no'
0.22,-0.05,-0.18,-0.25,0.7,1.62,0.91,0.54,0.34,3.63,2.98,4.34,4.0,3.74,4.53,3.1,1.73,2.83,1.21,1.08,-0.02,2795.0,'no'
2.26,1.82,0.71,-0.79,0.18,2.46,2.84,4.84,2.36,3.28,5.29,3.62,0.52,0.82,1.36,0.92,1.35,-0.44,-1.73,0.56,0.91,2796.0,'no'
-0.13,-0.09,3.4,2.16,0.97,2.2,5.7,5.04,5.69,4.53,3.34,1.8,0.74,-0.12,0.31,-0.14,1.72,-1.04,0.12,0.65,0.43,2798.0,'no'
1.07,-0.77,-1.06,-0.75,0.12,-0.17,1.57,1.85,3.97,4.7,7.97,2.88,3.34,2.75,2.06,-0.3,2.24,1.11,-1.78,1.05,0.04,2799.0,'no'
0.11,-1.03,-0.86,1.38,0.73,1.44,1.63,2.05,2.45,1.81,6.93,4.14,2.69,3.98,1.65,4.26,2.05,1.8,0.18,-2.18,0.45,2800.0,'no'
0.29,0.89,-1.02,-1.33,1.19,0.58,1.84,-0.46,1.25,1.95,0.8,2.99,4.23,3.67,6.07,5.55,3.74,1.9,2.43,-0.3,0.12,2801.0,'no'
-0.2,1.17,0.62,1.7,2.8,2.1,5.77,3.35,5.37,2.48,4.49,1.04,3.03,0.67,1.59,0.32,1.17,0.18,-1.17,-1.41,2.59,2803.0,'no'
2.05,1.55,0.74,-0.13,-0.8,2.49,1.92,3.37,4.4,5.18,6.91,3.02,3.47,5.77,2.37,0.74,-0.94,0.04,1.39,-0.16,-2.48,2805.0,'no'
-0.96,-0.49,-0.8,0.73,-0.56,-0.77,1.56,0.35,0.26,1.41,2.81,1.47,3.72,4.91,5.15,4.4,2.88,1.71,0.05,-0.42,-0.2,2806.0,'no'
1.32,0.09,-0.44,-0.23,-0.71,0.12,-1.23,0.65,1.38,1.67,3.18,3.26,3.78,3.73,5.2,4.72,3.85,3.23,0.67,0.36,0.2,2808.0,'no'
-0.1,0.53,0.2,-0.3,-0.26,2.46,0.88,1.89,5.02,4.13,4.4,4.1,5.36,1.99,4.93,2.1,1.45,1.66,1.82,-0.61,0.17,2809.0,'no'
-1.37,-0.61,-1.19,0.57,0.48,-0.59,1.64,1.19,1.5,1.46,3.95,4.5,2.94,3.99,5.97,4.44,2.51,2.71,1.2,1.46,0.65,2810.0,'no'
0.12,1.68,0.8,0.68,1.26,3.52,4.23,2.78,4.26,5.76,2.47,3.68,2.16,0.42,0.77,1.97,-0.33,0.97,-0.86,1.4,1.57,2812.0,'no'
0.11,1.91,-0.2,3.68,3.32,5.46,6.92,6.0,3.37,3.39,2.05,1.56,0.22,0.52,-0.55,1.2,1.52,1.24,0.84,-0.3,1.45,2815.0,'no'
-0.78,1.09,0.75,2.67,0.94,1.3,-1.68,1.29,1.76,3.47,3.17,3.77,4.24,3.73,5.25,3.73,1.61,0.45,1.58,0.77,0.02,2816.0,'no'
0.49,2.21,0.7,0.34,0.34,1.4,1.19,3.41,3.24,4.63,3.7,5.17,1.59,2.24,2.84,0.56,-0.8,-0.04,-0.22,1.22,-0.21,2817.0,'no'
-0.63,-1.03,-0.15,-0.52,-0.39,-1.37,0.11,2.69,1.79,3.65,5.4,3.47,3.31,3.23,2.86,3.15,1.98,0.95,0.08,0.43,1.01,2818.0,'no'
0.31,-0.1,1.58,2.65,3.08,3.28,7.58,3.32,2.53,3.66,3.04,3.61,1.01,1.63,0.16,1.23,1.07,-0.5,0.65,1.7,-0.38,2819.0,'no'
1.11,-1.14,0.67,1.06,0.8,1.37,1.27,2.48,4.91,4.44,6.73,4.46,3.38,2.77,0.61,-0.93,-1.36,-0.42,-0.91,0.09,-1.28,2820.0,'no'
-1.79,0.73,0.92,1.36,0.11,1.51,2.04,2.82,2.09,5.67,4.08,6.22,4.14,3.06,2.86,0.21,1.89,1.88,0.2,-0.29,0.51,2821.0,'no'
0.54,-0.5,0.77,0.36,2.09,-0.39,4.22,3.45,4.12,5.15,6.49,4.16,3.68,2.86,1.85,1.02,0.8,-0.77,1.33,-1.58,1.12,2822.0,'no'
-0.15,-0.9,0.83,1.02,1.74,2.02,3.84,3.2,3.28,2.97,4.27,2.76,0.7,0.46,2.26,2.25,-1.08,-0.26,-1.22,-0.07,-0.02,2824.0,'no'
0.15,1.1,1.98,3.65,3.87,4.54,5.47,3.83,3.28,3.33,1.61,0.89,0.73,0.48,0.88,1.03,-1.29,0.16,-0.98,0.02,-1.72,2825.0,'no'
1.23,-0.9,-0.01,-2.33,-0.89,-0.35,0.26,0.25,0.22,1.37,3.08,1.31,3.18,4.63,5.24,5.54,1.92,2.7,2.68,0.69,-0.55,2826.0,'no'
0.5,0.93,0.44,1.73,0.0,2.4,1.53,1.97,2.68,3.49,6.58,5.43,4.14,5.09,0.82,1.7,1.2,0.33,0.57,1.01,-0.75,2828.0,'no'
-0.64,-1.15,-0.26,-0.9,-1.6,1.76,0.81,0.94,2.97,4.84,4.15,2.42,5.95,3.58,4.13,2.32,0.52,1.92,2.28,-1.1,0.63,2829.0,'no'
0.14,0.19,0.28,2.09,3.82,4.58,2.72,3.81,3.87,3.93,4.57,0.94,0.35,2.07,0.36,-0.91,0.15,-0.28,0.76,-1.06,0.27,2833.0,'no'
0.24,-1.53,-0.7,1.55,-0.29,-0.02,2.33,3.55,5.34,4.79,4.8,5.49,3.61,2.91,1.44,1.48,-0.6,-1.95,0.05,1.05,-0.64,2834.0,'no'
-0.44,1.97,-1.08,-1.2,-0.83,-0.36,3.71,2.95,2.02,4.47,6.54,5.14,3.25,3.23,4.36,1.85,1.19,0.71,-0.31,-0.87,1.16,2835.0,'no'
0.97,0.88,0.74,0.94,-1.02,-0.39,0.14,-0.95,0.55,2.19,1.86,3.57,3.55,3.52,5.5,3.4,4.22,2.02,0.93,1.01,1.26,2836.0,'no'
-0.52,1.8,0.63,-0.2,0.19,-1.6,2.26,2.08,3.31,3.66,3.97,3.07,4.99,5.14,2.45,1.75,2.46,-0.09,0.56,0.51,-0.21,2838.0,'no'
-0.09,0.16,1.3,0.8,-0.31,1.66,3.3,2.02,3.6,5.6,4.64,4.78,5.7,3.14,3.99,1.32,0.74,0.04,1.95,1.16,-0.48,2839.0,'no'
-0.54,0.45,1.12,-1.44,-0.93,0.86,-0.54,3.95,0.21,0.67,3.93,4.33,5.17,4.73,4.9,2.39,1.6,0.14,0.1,1.38,1.08,2841.0,'no'
-0.95,2.4,1.65,3.26,4.99,5.17,4.48,5.56,5.26,3.32,4.74,2.45,-0.54,-1.8,-0.75,0.59,0.49,0.49,0.16,-2.24,-2.05,2842.0,'no'
1.69,-0.28,0.06,1.11,0.6,-0.58,-0.21,-0.22,-0.91,1.53,2.99,1.66,2.36,5.25,4.68,7.09,3.51,1.8,5.28,0.76,1.18,2845.0,'no'
-0.58,-0.14,-0.08,0.07,2.02,3.57,3.65,5.83,5.1,3.37,2.85,0.56,1.67,1.32,-0.36,-0.75,0.43,0.33,0.4,-0.06,-1.35,2846.0,'no'
-0.45,0.15,0.37,-0.26,2.07,-2.41,2.95,1.97,0.39,3.32,4.56,4.09,4.09,4.53,4.74,3.44,4.31,1.97,1.31,1.05,-0.38,2849.0,'no'
0.57,1.3,2.36,3.16,3.08,3.12,4.7,4.5,6.13,4.01,1.66,2.49,0.51,0.16,2.09,-0.12,-0.1,0.3,0.64,1.07,0.64,2850.0,'no'
0.19,-1.45,1.48,0.33,-0.07,-1.24,0.66,1.5,3.46,4.06,4.49,2.2,4.92,5.2,3.21,3.18,1.31,1.83,-0.71,-0.78,0.99,2851.0,'no'
-0.92,0.32,-0.55,-0.73,1.35,0.62,1.92,2.13,1.71,2.78,5.13,3.96,3.91,4.11,5.11,4.1,1.61,0.95,0.77,-0.42,-1.4,2852.0,'no'
-0.01,-0.57,-1.34,-0.62,-0.14,-1.25,0.02,-1.9,0.7,1.22,1.99,2.63,4.03,5.46,6.64,2.91,3.99,2.23,3.5,1.17,-0.89,2853.0,'no'
1.8,0.2,0.28,-0.91,-1.29,0.85,1.72,-1.21,0.43,2.64,2.22,3.29,3.83,4.68,5.24,5.8,3.97,1.22,-0.57,0.34,1.21,2854.0,'no'
-0.55,0.94,2.28,1.28,3.39,5.64,4.66,4.17,3.94,3.81,2.74,-0.28,1.32,-1.63,1.46,2.3,-3.04,1.28,-0.51,1.2,-0.55,2856.0,'no'
0.8,1.34,0.34,-0.14,-1.98,2.48,1.01,3.55,4.53,4.8,5.0,3.37,4.78,3.6,0.47,1.47,-0.7,-0.96,-0.85,0.66,0.14,2857.0,'no'
-0.05,-0.48,1.18,2.59,1.0,4.81,4.84,3.81,3.02,1.23,2.84,2.24,2.3,2.12,-1.01,0.35,-0.78,-1.67,2.14,0.92,1.1,2860.0,'no'
-0.58,0.81,1.52,0.01,3.24,1.8,6.33,1.85,3.01,2.45,4.83,3.74,2.74,0.98,-0.38,-0.43,2.32,-1.0,1.76,0.48,-0.83,2861.0,'no'
0.23,-0.69,0.74,0.2,1.1,-2.65,1.23,0.68,1.9,2.91,4.83,1.27,2.61,4.11,5.68,2.41,1.84,1.11,0.34,2.34,0.17,2867.0,'no'
0.28,0.07,-0.56,-1.53,-0.11,1.63,3.05,4.07,5.16,2.04,6.75,4.54,3.88,2.23,1.81,1.13,-1.78,-0.01,-0.71,-0.69,-0.22,2868.0,'no'
-0.03,0.85,0.05,3.74,3.59,1.89,3.37,7.32,4.0,4.9,2.43,1.84,0.92,-0.01,0.18,1.7,0.33,-0.39,0.36,-0.22,1.04,2869.0,'no'
0.27,-2.14,1.41,1.6,0.64,3.45,5.43,5.96,2.92,3.83,4.01,3.77,2.5,2.08,2.87,-2.3,-0.69,1.52,0.94,0.23,-0.8,2870.0,'no'
-0.04,0.37,1.18,0.86,-1.07,0.78,3.1,3.09,3.8,4.79,6.81,4.68,4.69,1.88,2.66,0.13,-0.43,-0.6,0.39,1.97,-0.4,2871.0,'no'
0.53,0.57,-0.1,-1.51,-0.8,0.56,0.72,1.57,1.07,3.46,4.52,3.17,4.73,4.16,5.0,4.05,0.97,1.14,0.94,3.41,-0.51,2873.0,'no'
-1.01,0.35,0.11,0.11,0.62,0.57,1.1,1.02,3.84,2.51,6.49,3.8,3.6,3.82,1.38,2.9,0.22,-0.31,-1.03,1.28,0.54,2875.0,'no'
0.77,-0.97,0.79,-0.41,0.3,-0.57,1.23,0.24,2.28,0.77,3.45,3.2,4.29,4.89,5.33,3.21,3.01,2.57,-0.61,0.66,-0.1,2876.0,'no'
-2.61,0.32,2.03,1.21,0.63,2.44,4.07,2.82,2.51,3.98,5.58,3.96,2.96,2.8,2.31,1.32,1.04,0.28,0.05,1.69,-0.17,2877.0,'no'
-0.19,0.87,0.01,0.35,2.29,0.68,1.29,4.36,4.58,4.43,5.68,2.27,4.41,2.6,2.24,0.6,1.29,0.66,0.81,0.96,0.9,2878.0,'no'
0.99,0.25,0.21,-1.44,0.09,-0.5,-1.0,-0.57,2.11,3.15,2.23,2.35,2.82,5.56,5.8,3.74,3.59,2.15,2.16,0.6,-0.85,2879.0,'no'
-0.11,1.14,0.27,2.0,0.06,0.25,-0.06,0.64,0.56,2.29,2.47,3.02,4.38,5.13,6.05,3.51,3.2,1.81,0.5,0.26,1.25,2880.0,'no'
1.47,-0.17,0.54,0.83,-0.43,-0.06,-0.25,0.37,0.89,2.07,4.18,3.24,5.06,5.35,5.1,4.58,3.3,2.89,0.62,1.55,0.96,2882.0,'no'
-0.79,0.61,0.26,-0.32,-0.4,-0.95,0.37,2.88,3.43,5.25,5.31,2.67,5.56,1.43,0.75,2.59,0.03,-1.56,0.15,-0.92,0.96,2883.0,'no'
-0.44,-1.94,-0.51,-1.07,-1.19,0.76,-0.49,3.01,2.32,4.24,4.48,4.31,5.98,1.04,1.82,1.41,-0.46,1.77,0.38,0.2,0.27,2884.0,'no'
-0.08,-0.75,-3.77,1.67,0.19,-0.68,-1.09,0.92,1.77,0.95,-1.03,2.71,2.87,3.99,4.87,4.06,5.51,3.2,1.55,1.57,-0.57,2887.0,'no'
0.29,0.72,-0.07,0.09,1.01,0.76,1.9,1.63,4.71,4.5,6.96,5.65,3.84,2.12,3.39,1.87,1.09,-0.09,-0.88,-0.99,-0.52,2889.0,'no'
0.4,-1.45,-1.78,0.34,-0.99,-0.71,-0.44,1.13,3.16,5.46,7.31,3.86,3.6,4.11,4.08,2.26,1.68,0.41,1.55,-0.85,-0.83,2890.0,'no'
-1.25,0.61,-0.7,2.64,2.89,4.68,4.67,2.62,4.68,2.83,0.82,2.71,-0.99,-0.88,-0.47,-0.69,-1.71,0.03,0.54,0.53,1.64,2891.0,'no'
0.6,0.39,-0.37,2.81,1.33,3.19,5.27,5.0,3.54,4.3,2.27,2.12,-1.05,1.56,-1.6,0.57,-0.97,1.22,-0.37,-0.27,-0.1,2892.0,'no'
-0.25,1.01,-2.83,1.14,0.6,2.05,2.22,3.2,4.21,4.8,4.41,3.56,3.78,2.84,0.91,-0.1,-0.93,0.45,-0.83,0.4,-0.19,2893.0,'no'
1.69,0.57,2.2,2.29,4.12,3.67,6.5,6.15,4.59,3.06,4.19,0.21,-0.85,0.78,0.69,1.31,1.45,0.72,0.43,0.11,1.62,2894.0,'no'
1.34,0.86,2.38,0.86,3.46,3.76,4.9,3.75,4.35,5.02,3.77,1.79,1.8,0.43,-0.52,-0.91,-0.19,-0.47,-0.14,0.86,-0.65,2896.0,'no'
-0.61,0.16,-1.0,-0.01,-0.52,-0.31,0.21,2.01,1.06,3.18,2.48,3.01,3.07,4.58,4.1,2.4,2.26,2.34,1.37,0.25,0.72,2897.0,'no'
-1.45,-0.42,2.3,-1.02,1.26,2.43,0.59,1.04,3.1,4.8,6.02,5.64,5.23,3.07,2.08,0.99,-0.75,-1.69,-0.64,-0.72,1.85,2898.0,'no'
1.16,-1.72,-1.31,0.82,0.95,2.12,1.39,2.09,4.08,6.42,6.37,4.74,4.32,2.39,1.0,1.91,0.27,-0.16,-1.34,0.97,-0.93,2900.0,'no'
0.28,-0.96,1.16,0.56,-1.0,0.79,3.63,3.42,3.37,4.38,5.0,3.68,3.56,3.75,3.21,0.07,0.5,1.5,-1.18,-1.92,-0.73,2901.0,'no'
-0.86,0.44,-0.74,0.93,0.05,1.09,-0.58,1.77,3.48,1.31,2.5,3.05,5.53,3.29,4.93,5.6,3.21,0.83,1.11,0.99,2.33,2902.0,'no'
