'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','id','outlier'
9.0,25.0,225.0,2.778,0.378,0.938,2.13,85.0,211.0,40.0,2490.0,'no'
10.0,41.0,410.0,4.1,0.339,0.832,2.01,139.0,341.0,69.0,2491.0,'no'
10.0,30.0,300.0,3.0,0.427,0.78,2.78,128.0,234.0,46.0,2492.0,'no'
8.0,15.0,120.0,1.875,0.558,1.0,2.91,67.0,120.0,23.0,2493.0,'no'
8.0,12.0,96.0,1.5,0.448,0.885,1.95,43.0,85.0,22.0,2494.0,'no'
6.0,6.0,36.0,1.0,0.528,0.917,3.17,19.0,33.0,6.0,2495.0,'no'
11.0,84.0,924.0,7.636,0.279,0.679,2.35,258.0,627.0,110.0,2496.0,'no'
8.0,53.0,424.0,6.625,0.33,0.906,2.09,140.0,384.0,67.0,2497.0,'no'
8.0,56.0,448.0,7.0,0.424,0.942,2.09,190.0,422.0,91.0,2498.0,'no'
8.0,12.0,96.0,1.5,0.583,0.896,2.8,56.0,86.0,20.0,2499.0,'no'
7.0,47.0,329.0,6.714,0.38,0.757,2.31,125.0,249.0,54.0,2500.0,'no'
11.0,134.0,1474.0,12.182,0.286,0.777,2.36,422.0,1145.0,179.0,2502.0,'no'
10.0,36.0,360.0,3.6,0.367,0.844,2.24,132.0,304.0,59.0,2503.0,'no'
11.0,79.0,869.0,7.182,0.321,0.713,2.11,279.0,620.0,132.0,2504.0,'no'
6.0,8.0,48.0,1.333,0.646,0.917,3.1,31.0,44.0,10.0,2505.0,'no'
6.0,47.0,282.0,7.833,0.202,0.202,57.0,57.0,57.0,1.0,2506.0,'yes'
4.0,19.0,76.0,4.75,0.276,0.382,5.25,21.0,29.0,4.0,2507.0,'yes'
11.0,272.0,2992.0,24.727,0.275,0.743,2.1,824.0,2222.0,392.0,2508.0,'no'
1.0,47.0,47.0,47.0,1.0,1.0,47.0,47.0,47.0,1.0,2509.0,'yes'
1.0,86.0,86.0,86.0,0.93,1.0,40.0,80.0,86.0,2.0,2510.0,'yes'
1.0,17.0,17.0,17.0,1.0,1.0,17.0,17.0,17.0,1.0,2511.0,'yes'
1.0,19.0,19.0,19.0,0.737,1.0,4.67,14.0,19.0,3.0,2512.0,'yes'
12.0,271.0,3252.0,22.583,0.259,0.689,1.99,843.0,2241.0,423.0,2513.0,'no'
8.0,21.0,168.0,2.625,0.357,0.911,1.67,60.0,153.0,36.0,2514.0,'no'
8.0,30.0,240.0,3.75,0.383,0.983,1.88,92.0,236.0,49.0,2515.0,'no'
11.0,11.0,121.0,1.0,0.388,0.818,2.24,47.0,99.0,21.0,2516.0,'no'
9.0,240.0,2160.0,26.667,0.259,0.714,1.66,559.0,1542.0,336.0,2517.0,'no'
10.0,11.0,110.0,1.1,0.273,0.927,1.58,30.0,102.0,19.0,2518.0,'no'
10.0,9.0,90.0,0.9,0.344,0.889,2.82,31.0,80.0,11.0,2519.0,'no'
11.0,29.0,319.0,2.636,0.298,0.752,2.21,95.0,240.0,43.0,2520.0,'no'
8.0,28.0,224.0,3.5,0.411,0.996,1.92,92.0,223.0,48.0,2521.0,'no'
8.0,15.0,120.0,1.875,0.475,0.992,2.59,57.0,119.0,22.0,2522.0,'no'
8.0,7.0,56.0,0.875,0.411,1.0,1.92,23.0,56.0,12.0,2523.0,'no'
8.0,29.0,232.0,3.625,0.453,0.996,2.1,105.0,231.0,50.0,2524.0,'no'
8.0,8.0,64.0,1.0,0.391,0.781,2.78,25.0,50.0,9.0,2525.0,'no'
9.0,22.0,198.0,2.444,0.268,0.596,3.31,53.0,118.0,16.0,2526.0,'no'
6.0,18.0,108.0,3.0,0.537,0.981,2.64,58.0,106.0,22.0,2527.0,'no'
9.0,244.0,2196.0,27.111,0.237,0.801,1.59,520.0,1758.0,327.0,2528.0,'no'
7.0,23.0,161.0,3.286,0.447,0.764,1.89,72.0,123.0,38.0,2529.0,'no'
8.0,12.0,96.0,1.5,0.427,0.719,2.73,41.0,69.0,15.0,2530.0,'no'
8.0,37.0,296.0,4.625,0.375,0.753,2.22,111.0,223.0,50.0,2531.0,'no'
8.0,9.0,72.0,1.125,0.458,0.986,2.2,33.0,71.0,15.0,2532.0,'no'
8.0,34.0,272.0,4.25,0.426,0.985,1.84,116.0,268.0,63.0,2533.0,'no'
10.0,22.0,220.0,2.2,0.377,0.614,2.44,83.0,135.0,34.0,2534.0,'no'
8.0,25.0,200.0,3.125,0.365,0.73,1.83,73.0,146.0,40.0,2535.0,'no'
9.0,272.0,2448.0,30.222,0.269,0.763,1.87,659.0,1868.0,353.0,2536.0,'no'
8.0,14.0,112.0,1.75,0.42,0.848,2.04,47.0,95.0,23.0,2537.0,'no'
8.0,16.0,128.0,2.0,0.375,0.93,2.09,48.0,119.0,23.0,2538.0,'no'
9.0,35.0,315.0,3.889,0.33,0.835,2.0,104.0,263.0,52.0,2539.0,'no'
8.0,15.0,120.0,1.875,0.517,0.867,2.48,62.0,104.0,25.0,2540.0,'no'
8.0,25.0,200.0,3.125,0.405,0.755,1.98,81.0,151.0,41.0,2541.0,'no'
8.0,10.0,80.0,1.25,0.4,0.825,2.0,32.0,66.0,16.0,2542.0,'no'
8.0,12.0,96.0,1.5,0.385,0.802,2.18,37.0,77.0,17.0,2543.0,'no'
9.0,36.0,324.0,4.0,0.395,0.673,2.37,128.0,218.0,54.0,2544.0,'no'
6.0,4.0,24.0,0.667,0.667,1.0,8.0,16.0,24.0,2.0,2545.0,'no'
6.0,31.0,186.0,5.167,0.5,1.0,1.94,93.0,186.0,48.0,2546.0,'no'
6.0,4.0,24.0,0.667,0.625,0.792,5.0,15.0,19.0,3.0,2547.0,'no'
10.0,271.0,2710.0,27.1,0.239,0.615,1.94,647.0,1668.0,333.0,2548.0,'no'
11.0,272.0,2992.0,24.727,0.279,0.681,1.97,835.0,2039.0,423.0,2549.0,'no'
8.0,25.0,200.0,3.125,0.37,0.73,2.06,74.0,146.0,36.0,2551.0,'no'
11.0,32.0,352.0,2.909,0.344,0.767,2.69,121.0,270.0,45.0,2552.0,'no'
8.0,21.0,168.0,2.625,0.435,1.0,1.97,73.0,168.0,37.0,2553.0,'no'
8.0,10.0,80.0,1.25,0.425,0.913,2.0,34.0,73.0,17.0,2554.0,'no'
8.0,31.0,248.0,3.875,0.411,0.742,2.04,102.0,184.0,50.0,2555.0,'no'
8.0,49.0,392.0,6.125,0.441,0.997,1.9,173.0,391.0,91.0,2556.0,'no'
8.0,23.0,184.0,2.875,0.38,0.989,1.75,70.0,182.0,40.0,2557.0,'no'
8.0,18.0,144.0,2.25,0.403,0.931,1.81,58.0,134.0,32.0,2558.0,'no'
7.0,12.0,84.0,1.714,0.464,1.0,2.17,39.0,84.0,18.0,2559.0,'no'
9.0,27.0,243.0,3.0,0.358,0.856,1.85,87.0,208.0,47.0,2560.0,'no'
8.0,14.0,112.0,1.75,0.464,0.768,2.6,52.0,86.0,20.0,2561.0,'no'
8.0,12.0,96.0,1.5,0.375,0.792,2.57,36.0,76.0,14.0,2562.0,'no'
8.0,32.0,256.0,4.0,0.367,0.688,2.47,94.0,176.0,38.0,2563.0,'no'
9.0,25.0,225.0,2.778,0.32,0.707,2.25,72.0,159.0,32.0,2564.0,'no'
11.0,86.0,946.0,7.818,0.297,0.748,1.95,281.0,708.0,144.0,2565.0,'no'
8.0,12.0,96.0,1.5,0.427,0.927,2.05,41.0,89.0,20.0,2566.0,'no'
7.0,17.0,119.0,2.429,0.429,0.748,2.22,51.0,89.0,23.0,2567.0,'no'
11.0,98.0,1078.0,8.909,0.276,0.602,2.15,297.0,649.0,138.0,2568.0,'no'
8.0,50.0,400.0,6.25,0.428,0.74,2.31,171.0,296.0,74.0,2569.0,'no'
10.0,28.0,280.0,2.8,0.375,0.657,2.33,105.0,184.0,45.0,2570.0,'no'
9.0,37.0,333.0,4.111,0.333,0.655,2.22,111.0,218.0,50.0,2571.0,'no'
8.0,51.0,408.0,6.375,0.37,0.743,2.19,151.0,303.0,69.0,2572.0,'no'
8.0,6.0,48.0,0.75,0.396,0.813,1.58,19.0,39.0,12.0,2573.0,'no'
8.0,8.0,64.0,1.0,0.484,1.0,3.44,31.0,64.0,9.0,2574.0,'no'
8.0,5.0,40.0,0.625,0.45,1.0,3.0,18.0,40.0,6.0,2575.0,'no'
11.0,44.0,484.0,4.0,0.308,0.818,2.01,149.0,396.0,74.0,2576.0,'no'
8.0,38.0,304.0,4.75,0.401,0.747,2.65,122.0,227.0,46.0,2577.0,'no'
11.0,25.0,275.0,2.273,0.36,0.909,2.11,99.0,250.0,47.0,2578.0,'no'
10.0,51.0,510.0,5.1,0.308,0.841,1.89,157.0,429.0,83.0,2579.0,'no'
9.0,35.0,315.0,3.889,0.381,0.806,2.14,120.0,254.0,56.0,2580.0,'no'
8.0,12.0,96.0,1.5,0.51,0.844,2.58,49.0,81.0,19.0,2581.0,'no'
8.0,35.0,280.0,4.375,0.418,0.929,2.39,117.0,260.0,49.0,2582.0,'no'
7.0,38.0,266.0,5.429,0.414,0.846,2.44,110.0,225.0,45.0,2583.0,'no'
8.0,25.0,200.0,3.125,0.515,0.815,2.64,103.0,163.0,39.0,2584.0,'no'
8.0,7.0,56.0,0.875,0.375,1.0,2.63,21.0,56.0,8.0,2585.0,'no'
8.0,4.0,32.0,0.5,0.406,1.0,2.17,13.0,32.0,6.0,2586.0,'no'
8.0,14.0,112.0,1.75,0.357,0.67,2.0,40.0,75.0,20.0,2587.0,'no'
9.0,16.0,144.0,1.778,0.382,0.743,2.29,55.0,107.0,24.0,2588.0,'no'
11.0,31.0,341.0,2.818,0.323,0.83,2.08,110.0,283.0,53.0,2589.0,'no'
10.0,20.0,200.0,2.0,0.385,0.87,2.14,77.0,174.0,36.0,2590.0,'no'
9.0,19.0,171.0,2.111,0.392,0.83,2.31,67.0,142.0,29.0,2591.0,'no'
10.0,25.0,250.0,2.5,0.408,0.68,2.43,102.0,170.0,42.0,2592.0,'no'
8.0,16.0,128.0,2.0,0.453,0.68,2.9,58.0,87.0,20.0,2593.0,'no'
9.0,52.0,468.0,5.778,0.359,0.827,2.4,168.0,387.0,70.0,2594.0,'no'
8.0,36.0,288.0,4.5,0.427,1.0,2.05,123.0,288.0,60.0,2595.0,'no'
8.0,24.0,192.0,3.0,0.406,0.818,2.23,78.0,157.0,35.0,2596.0,'no'
8.0,17.0,136.0,2.125,0.463,0.735,2.86,63.0,100.0,22.0,2597.0,'no'
8.0,13.0,104.0,1.625,0.404,0.99,2.1,42.0,103.0,20.0,2598.0,'no'
8.0,53.0,424.0,6.625,0.344,0.884,1.83,146.0,375.0,80.0,2599.0,'no'
10.0,47.0,470.0,4.7,0.338,0.698,2.3,159.0,328.0,69.0,2600.0,'no'
7.0,31.0,217.0,4.429,0.461,0.991,2.44,100.0,215.0,41.0,2601.0,'no'
7.0,5.0,35.0,0.714,0.514,0.8,9.0,18.0,28.0,2.0,2602.0,'no'
5.0,18.0,90.0,3.6,0.689,1.0,3.44,62.0,90.0,18.0,2603.0,'no'
5.0,4.0,20.0,0.8,0.7,0.8,7.0,14.0,16.0,2.0,2604.0,'no'
11.0,150.0,1650.0,13.636,0.186,0.533,2.06,307.0,879.0,149.0,2605.0,'no'
8.0,202.0,1616.0,25.25,0.313,0.689,1.83,505.0,1114.0,276.0,2606.0,'no'
12.0,272.0,3264.0,22.667,0.249,0.602,2.01,812.0,1965.0,404.0,2607.0,'no'
11.0,185.0,2035.0,16.818,0.295,0.826,1.94,600.0,1681.0,310.0,2608.0,'no'
8.0,82.0,656.0,10.25,0.402,0.991,2.1,264.0,650.0,126.0,2609.0,'no'
11.0,13.0,143.0,1.182,0.35,0.783,2.08,50.0,112.0,24.0,2610.0,'no'
8.0,12.0,96.0,1.5,0.479,0.938,2.3,46.0,90.0,20.0,2611.0,'no'
8.0,38.0,304.0,4.75,0.461,0.803,2.3,140.0,244.0,61.0,2612.0,'no'
8.0,10.0,80.0,1.25,0.388,0.913,2.21,31.0,73.0,14.0,2613.0,'no'
8.0,12.0,96.0,1.5,0.448,0.896,2.05,43.0,86.0,21.0,2614.0,'no'
10.0,13.0,130.0,1.3,0.385,0.823,2.0,50.0,107.0,25.0,2615.0,'no'
8.0,16.0,128.0,2.0,0.398,0.828,2.68,51.0,106.0,19.0,2616.0,'no'
8.0,16.0,128.0,2.0,0.516,1.0,2.54,66.0,128.0,26.0,2617.0,'no'
8.0,9.0,72.0,1.125,0.528,0.958,3.17,38.0,69.0,12.0,2618.0,'no'
8.0,4.0,32.0,0.5,0.469,0.719,5.0,15.0,23.0,3.0,2619.0,'no'
8.0,18.0,144.0,2.25,0.361,0.944,2.17,52.0,136.0,24.0,2620.0,'no'
7.0,26.0,182.0,3.714,0.445,0.978,2.25,81.0,178.0,36.0,2621.0,'no'
5.0,7.0,35.0,1.4,0.657,0.886,3.83,23.0,31.0,6.0,2622.0,'no'
5.0,4.0,20.0,0.8,0.65,0.85,3.25,13.0,17.0,4.0,2623.0,'no'
11.0,271.0,2981.0,24.636,0.278,0.728,1.99,829.0,2171.0,417.0,2624.0,'no'
11.0,240.0,2640.0,21.818,0.27,0.634,2.05,714.0,1674.0,348.0,2625.0,'no'
8.0,26.0,208.0,3.25,0.37,0.654,2.41,77.0,136.0,32.0,2626.0,'no'
11.0,272.0,2992.0,24.727,0.281,0.68,2.0,840.0,2036.0,420.0,2627.0,'no'
9.0,17.0,153.0,1.889,0.451,0.941,2.46,69.0,144.0,28.0,2628.0,'no'
8.0,17.0,136.0,2.125,0.346,1.0,2.47,47.0,136.0,19.0,2629.0,'no'
10.0,48.0,480.0,4.8,0.36,0.863,2.16,173.0,414.0,80.0,2630.0,'no'
9.0,47.0,423.0,5.222,0.336,0.891,1.78,142.0,377.0,80.0,2631.0,'no'
8.0,8.0,64.0,1.0,0.5,1.0,2.91,32.0,64.0,11.0,2632.0,'no'
8.0,27.0,216.0,3.375,0.435,0.963,2.14,94.0,208.0,44.0,2633.0,'no'
9.0,20.0,180.0,2.222,0.35,0.728,1.91,63.0,131.0,33.0,2634.0,'no'
8.0,13.0,104.0,1.625,0.394,0.913,2.28,41.0,95.0,18.0,2635.0,'no'
9.0,34.0,306.0,3.778,0.386,0.706,2.41,118.0,216.0,49.0,2636.0,'no'
8.0,15.0,120.0,1.875,0.433,0.975,2.0,52.0,117.0,26.0,2637.0,'no'
8.0,26.0,208.0,3.25,0.394,1.0,2.16,82.0,208.0,38.0,2638.0,'no'
10.0,67.0,670.0,6.7,0.321,0.81,2.29,215.0,543.0,94.0,2639.0,'no'
9.0,23.0,207.0,2.556,0.362,0.831,1.92,75.0,172.0,39.0,2640.0,'no'
8.0,36.0,288.0,4.5,0.427,0.924,1.98,123.0,266.0,62.0,2641.0,'no'
8.0,12.0,96.0,1.5,0.469,0.948,2.14,45.0,91.0,21.0,2642.0,'no'
10.0,25.0,250.0,2.5,0.392,0.808,2.51,98.0,202.0,39.0,2643.0,'no'
11.0,272.0,2992.0,24.727,0.283,0.703,1.97,847.0,2103.0,431.0,2644.0,'no'
6.0,33.0,198.0,5.5,0.52,0.995,2.24,103.0,197.0,46.0,2645.0,'no'
9.0,20.0,180.0,2.222,0.361,0.7,2.32,65.0,126.0,28.0,2646.0,'no'
9.0,29.0,261.0,3.222,0.414,0.966,2.4,108.0,252.0,45.0,2647.0,'no'
9.0,19.0,171.0,2.111,0.386,0.912,2.2,66.0,156.0,30.0,2648.0,'no'
8.0,20.0,160.0,2.5,0.456,1.0,2.35,73.0,160.0,31.0,2649.0,'no'
8.0,18.0,144.0,2.25,0.403,0.896,2.52,58.0,129.0,23.0,2650.0,'no'
8.0,7.0,56.0,0.875,0.411,0.875,2.09,23.0,49.0,11.0,2651.0,'no'
8.0,13.0,104.0,1.625,0.49,0.913,2.68,51.0,95.0,19.0,2652.0,'no'
10.0,34.0,340.0,3.4,0.356,0.744,1.98,121.0,253.0,61.0,2653.0,'no'
8.0,15.0,120.0,1.875,0.5,1.0,2.14,60.0,120.0,28.0,2654.0,'no'
11.0,261.0,2871.0,23.727,0.257,0.644,2.01,738.0,1849.0,368.0,2655.0,'no'
8.0,34.0,272.0,4.25,0.419,0.783,2.0,114.0,213.0,57.0,2656.0,'no'
11.0,32.0,352.0,2.909,0.332,0.815,1.86,117.0,287.0,63.0,2657.0,'no'
11.0,12.0,132.0,1.091,0.295,0.818,3.0,39.0,108.0,13.0,2658.0,'no'
9.0,26.0,234.0,2.889,0.316,0.88,1.85,74.0,206.0,40.0,2659.0,'no'
9.0,16.0,144.0,1.778,0.326,0.792,1.74,47.0,114.0,27.0,2660.0,'no'
11.0,36.0,396.0,3.273,0.283,0.79,2.07,112.0,313.0,54.0,2661.0,'no'
9.0,64.0,576.0,7.111,0.345,0.694,2.29,199.0,400.0,87.0,2662.0,'no'
11.0,245.0,2695.0,22.273,0.252,0.829,1.86,678.0,2235.0,365.0,2663.0,'no'
10.0,21.0,210.0,2.1,0.3,0.81,1.91,63.0,170.0,33.0,2664.0,'no'
6.0,14.0,84.0,2.333,0.571,1.0,2.29,48.0,84.0,21.0,2665.0,'no'
6.0,36.0,216.0,6.0,0.509,0.991,2.0,110.0,214.0,55.0,2666.0,'no'
11.0,51.0,561.0,4.636,0.294,0.824,2.06,165.0,462.0,80.0,2667.0,'no'
11.0,73.0,803.0,6.636,0.27,0.844,2.03,217.0,678.0,107.0,2668.0,'no'
8.0,21.0,168.0,2.625,0.411,0.786,2.23,69.0,132.0,31.0,2669.0,'no'
8.0,27.0,216.0,3.375,0.407,1.0,2.05,88.0,216.0,43.0,2670.0,'no'
11.0,60.0,660.0,5.455,0.32,0.608,2.01,211.0,401.0,105.0,2671.0,'no'
8.0,14.0,112.0,1.75,0.446,1.0,2.17,50.0,112.0,23.0,2672.0,'no'
11.0,54.0,594.0,4.909,0.258,0.736,1.99,153.0,437.0,77.0,2673.0,'no'
8.0,7.0,56.0,0.875,0.446,0.768,3.13,25.0,43.0,8.0,2674.0,'no'
11.0,91.0,1001.0,8.273,0.286,0.597,2.33,286.0,598.0,123.0,2675.0,'no'
8.0,14.0,112.0,1.75,0.446,0.973,2.27,50.0,109.0,22.0,2676.0,'no'
8.0,7.0,56.0,0.875,0.429,1.0,2.18,24.0,56.0,11.0,2677.0,'no'
8.0,12.0,96.0,1.5,0.458,0.927,2.2,44.0,89.0,20.0,2678.0,'no'
8.0,21.0,168.0,2.625,0.411,0.994,2.56,69.0,167.0,27.0,2679.0,'no'
8.0,18.0,144.0,2.25,0.396,0.882,1.84,57.0,127.0,31.0,2680.0,'no'
6.0,9.0,54.0,1.5,0.556,1.0,2.14,30.0,54.0,14.0,2681.0,'no'
11.0,24.0,264.0,2.182,0.307,0.795,2.08,81.0,210.0,39.0,2682.0,'no'
8.0,39.0,312.0,4.875,0.388,0.933,2.2,121.0,291.0,55.0,2683.0,'no'
8.0,12.0,96.0,1.5,0.438,1.0,2.0,42.0,96.0,21.0,2684.0,'no'
10.0,30.0,300.0,3.0,0.367,0.783,2.29,110.0,235.0,48.0,2685.0,'no'
8.0,8.0,64.0,1.0,0.516,1.0,2.36,33.0,64.0,14.0,2686.0,'no'
8.0,12.0,96.0,1.5,0.438,1.0,1.91,42.0,96.0,22.0,2687.0,'no'
8.0,26.0,208.0,3.25,0.389,1.0,2.31,81.0,208.0,35.0,2688.0,'no'
8.0,16.0,128.0,2.0,0.438,0.891,2.67,56.0,114.0,21.0,2689.0,'no'
11.0,52.0,572.0,4.727,0.262,0.858,1.79,150.0,491.0,84.0,2690.0,'no'
11.0,25.0,275.0,2.273,0.335,0.931,2.56,92.0,256.0,36.0,2691.0,'no'
10.0,32.0,320.0,3.2,0.338,0.816,1.83,108.0,261.0,59.0,2692.0,'no'
10.0,26.0,260.0,2.6,0.296,0.942,2.2,77.0,245.0,35.0,2693.0,'no'
10.0,28.0,280.0,2.8,0.293,0.8,2.0,82.0,224.0,41.0,2694.0,'no'
10.0,19.0,190.0,1.9,0.337,0.911,2.0,64.0,173.0,32.0,2695.0,'no'
10.0,18.0,180.0,1.8,0.383,1.0,2.3,69.0,180.0,30.0,2696.0,'no'
9.0,43.0,387.0,4.778,0.3,0.713,1.78,116.0,276.0,65.0,2697.0,'no'
5.0,7.0,35.0,1.4,0.6,0.886,3.5,21.0,31.0,6.0,2698.0,'no'
6.0,32.0,192.0,5.333,0.417,0.964,2.11,80.0,185.0,38.0,2699.0,'no'
6.0,8.0,48.0,1.333,0.563,0.958,3.38,27.0,46.0,8.0,2700.0,'no'
11.0,213.0,2343.0,19.364,0.264,0.698,1.95,619.0,1635.0,317.0,2701.0,'no'
10.0,53.0,530.0,5.3,0.306,0.889,1.84,162.0,471.0,88.0,2702.0,'no'
12.0,271.0,3252.0,22.583,0.232,0.548,1.93,753.0,1782.0,390.0,2703.0,'no'
11.0,96.0,1056.0,8.727,0.277,0.68,1.83,292.0,718.0,160.0,2704.0,'no'
10.0,30.0,300.0,3.0,0.307,0.94,1.96,92.0,282.0,47.0,2705.0,'no'
11.0,76.0,836.0,6.909,0.254,0.688,2.08,212.0,575.0,102.0,2706.0,'no'
8.0,16.0,128.0,2.0,0.43,0.859,2.2,55.0,110.0,25.0,2707.0,'no'
9.0,34.0,306.0,3.778,0.356,0.925,2.06,109.0,283.0,53.0,2708.0,'no'
11.0,61.0,671.0,5.545,0.294,0.735,2.21,197.0,493.0,89.0,2709.0,'no'
8.0,19.0,152.0,2.375,0.368,1.0,1.75,56.0,152.0,32.0,2710.0,'no'
10.0,50.0,500.0,5.0,0.268,0.764,1.94,134.0,382.0,69.0,2711.0,'no'
10.0,27.0,270.0,2.7,0.344,0.804,2.38,93.0,217.0,39.0,2712.0,'no'
10.0,64.0,640.0,6.4,0.189,0.4,2.12,121.0,256.0,57.0,2713.0,'no'
8.0,55.0,440.0,6.875,0.225,0.645,1.77,99.0,284.0,56.0,2714.0,'no'
8.0,8.0,64.0,1.0,0.344,0.922,1.83,22.0,59.0,12.0,2715.0,'no'
8.0,12.0,96.0,1.5,0.458,0.938,2.59,44.0,90.0,17.0,2716.0,'no'
8.0,69.0,552.0,8.625,0.366,0.897,1.94,202.0,495.0,104.0,2717.0,'no'
8.0,14.0,112.0,1.75,0.42,0.759,2.04,47.0,85.0,23.0,2718.0,'no'
8.0,22.0,176.0,2.75,0.477,1.0,2.27,84.0,176.0,37.0,2719.0,'no'
8.0,21.0,168.0,2.625,0.357,0.964,2.07,60.0,162.0,29.0,2720.0,'no'
8.0,47.0,376.0,5.875,0.34,0.753,2.0,128.0,283.0,64.0,2721.0,'no'
7.0,15.0,105.0,2.143,0.448,0.829,1.74,47.0,87.0,27.0,2722.0,'no'
11.0,15.0,165.0,1.364,0.352,0.891,2.07,58.0,147.0,28.0,2723.0,'no'
10.0,19.0,190.0,1.9,0.311,1.0,1.69,59.0,190.0,35.0,2724.0,'no'
10.0,61.0,610.0,6.1,0.305,0.952,1.98,186.0,581.0,94.0,2725.0,'no'
10.0,50.0,500.0,5.0,0.326,0.868,2.01,163.0,434.0,81.0,2726.0,'no'
6.0,36.0,216.0,6.0,0.495,0.995,1.91,107.0,215.0,56.0,2727.0,'no'
8.0,22.0,176.0,2.75,0.403,1.0,2.03,71.0,176.0,35.0,2728.0,'no'
10.0,36.0,360.0,3.6,0.319,0.817,1.98,115.0,294.0,58.0,2729.0,'no'
9.0,26.0,234.0,2.889,0.342,0.821,2.35,80.0,192.0,34.0,2730.0,'no'
9.0,7.0,63.0,0.778,0.365,0.937,1.77,23.0,59.0,13.0,2731.0,'no'
9.0,24.0,216.0,2.667,0.352,0.722,2.17,76.0,156.0,35.0,2732.0,'no'
8.0,22.0,176.0,2.75,0.392,0.915,2.56,69.0,161.0,27.0,2733.0,'no'
8.0,31.0,248.0,3.875,0.415,1.0,1.87,103.0,248.0,55.0,2734.0,'no'
11.0,50.0,550.0,4.545,0.255,0.56,1.89,140.0,308.0,74.0,2735.0,'no'
9.0,54.0,486.0,6.0,0.391,0.817,1.98,190.0,397.0,96.0,2736.0,'no'
9.0,12.0,108.0,1.333,0.491,0.889,2.41,53.0,96.0,22.0,2737.0,'no'
10.0,41.0,410.0,4.1,0.312,0.734,1.94,128.0,301.0,66.0,2738.0,'no'
10.0,7.0,70.0,0.7,0.329,0.986,1.77,23.0,69.0,13.0,2739.0,'no'
10.0,52.0,520.0,5.2,0.319,0.802,1.87,166.0,417.0,89.0,2740.0,'no'
8.0,8.0,64.0,1.0,0.438,1.0,2.33,28.0,64.0,12.0,2741.0,'no'
8.0,12.0,96.0,1.5,0.396,0.75,2.38,38.0,72.0,16.0,2742.0,'no'
8.0,12.0,96.0,1.5,0.406,0.896,1.86,39.0,86.0,21.0,2744.0,'no'
8.0,16.0,128.0,2.0,0.43,1.0,2.04,55.0,128.0,27.0,2745.0,'no'
8.0,16.0,128.0,2.0,0.461,0.93,2.57,59.0,119.0,23.0,2746.0,'no'
8.0,26.0,208.0,3.25,0.399,0.976,1.93,83.0,203.0,43.0,2747.0,'no'
10.0,69.0,690.0,6.9,0.277,0.68,1.85,191.0,469.0,103.0,2748.0,'no'
11.0,122.0,1342.0,11.091,0.256,0.656,1.94,344.0,881.0,177.0,2749.0,'no'
10.0,145.0,1450.0,14.5,0.278,0.724,1.9,403.0,1050.0,212.0,2750.0,'no'
11.0,272.0,2992.0,24.727,0.26,0.681,1.82,778.0,2038.0,428.0,2751.0,'no'
9.0,49.0,441.0,5.444,0.306,0.773,1.82,135.0,341.0,74.0,2752.0,'no'
8.0,7.0,56.0,0.875,0.411,1.0,2.09,23.0,56.0,11.0,2753.0,'no'
9.0,18.0,162.0,2.0,0.352,0.901,1.84,57.0,146.0,31.0,2754.0,'no'
8.0,12.0,96.0,1.5,0.417,0.969,2.11,40.0,93.0,19.0,2755.0,'no'
8.0,42.0,336.0,5.25,0.369,1.0,1.85,124.0,336.0,67.0,2756.0,'no'
9.0,59.0,531.0,6.556,0.335,0.821,1.96,178.0,436.0,91.0,2757.0,'no'
10.0,54.0,540.0,5.4,0.319,0.824,1.83,172.0,445.0,94.0,2758.0,'no'
11.0,126.0,1386.0,11.455,0.273,0.649,2.11,379.0,900.0,180.0,2759.0,'no'
8.0,39.0,312.0,4.875,0.282,0.747,2.0,88.0,233.0,44.0,2760.0,'no'
11.0,44.0,484.0,4.0,0.314,0.75,1.92,152.0,363.0,79.0,2761.0,'no'
8.0,7.0,56.0,0.875,0.464,1.0,2.36,26.0,56.0,11.0,2762.0,'no'
10.0,37.0,370.0,3.7,0.324,0.692,1.85,120.0,256.0,65.0,2763.0,'no'
8.0,15.0,120.0,1.875,0.433,0.625,2.74,52.0,75.0,19.0,2764.0,'no'
8.0,32.0,256.0,4.0,0.352,0.973,1.8,90.0,249.0,50.0,2765.0,'no'
8.0,45.0,360.0,5.625,0.367,0.783,1.89,132.0,282.0,70.0,2766.0,'no'
9.0,41.0,369.0,4.556,0.374,0.881,2.26,138.0,325.0,61.0,2767.0,'no'
10.0,25.0,250.0,2.5,0.268,0.588,1.91,67.0,147.0,35.0,2768.0,'no'
8.0,16.0,128.0,2.0,0.344,0.742,1.52,44.0,95.0,29.0,2769.0,'no'
8.0,10.0,80.0,1.25,0.375,0.85,1.88,30.0,68.0,16.0,2770.0,'no'
5.0,9.0,45.0,1.8,0.533,0.911,2.0,24.0,41.0,12.0,2771.0,'no'
12.0,261.0,3132.0,21.75,0.223,0.578,1.92,698.0,1810.0,364.0,2772.0,'no'
11.0,233.0,2563.0,21.182,0.245,0.677,1.8,629.0,1734.0,349.0,2773.0,'no'
7.0,35.0,245.0,5.0,0.408,0.755,2.38,100.0,185.0,42.0,2774.0,'no'
8.0,8.0,64.0,1.0,0.359,0.766,1.64,23.0,49.0,14.0,2775.0,'no'
